Text,hashtag,Translated Text
lagi sorang perempuan.. seronok perli mcm ni ye.nah baca ni budak.,[],again a woman .. seronok Perli mcm ni ye.hah read this slave.
"nah perempuan baca dan hadam..kaum korang punya bodoh mmg tak dpt disangkal lagi.. seronok cerca, caci maki keluarga abam?? pertikai kan semuanya...bodoh ea korang ni perempuan?",[],"well, women read and hadam ... you have a stupid, you can't be denied anymore .. Cerca, Corruption, Maki, Abam's family ?? The name is everyone ... stupid ea, this is a girl?"
udah la bingai sekalian dengan hal keluarga orang..sebab bapok seko.. habis keluarga orang di hentam..korang ni mmg bodoh ke ape?kena kt family sendiri bru ade akal agaknya.,[],"Already, all of you are with the families of people ... because bapok seko ... after the family of people in the middle ... people are stupid to ape? hit by the family himself bru ade, it seems."
hxssxnxl hxlmx,[],hxssxnxl hxlmx
hati tu.,[],heart.
takleh up gambar ni kenapa twitter.. hahahanat,[],takleh up this picture why twitter .. hahahaat
"i'm at alan thai cafe taman cahaya masai,pasir gudang in pasir gudang, johor",[],"I'm at Alan Thai Cafe Taman Cahaya Masai, Sand Gudang in Pasir Gudang, Johor"
selalu beli kalau nk pergi kerja mlm.dijamin sedap dan puas hati. tak rugi beli.. nyumm.. nyumm..,[],Always buy if NK goes to work MLM. Britten and satisfied. no loss to buy .. nyumm .. nyumm ..
wahhhh...,[],wahhhh ...
ada mse call dia.. vc ke.. hehe,[],there is a mse call him .. vc to .. hehe
betul.hahahaha.,[],right. hahahaha.
"sama.. selalu kena perli, ""ko gile ke ape pandang phone, sengih sensorang""pdhal dlm phone penuh group masuk air,hahahaha.mne tak sengih, senyum, ketawa sorng",[],"the same ... always hit, ""Ko Gile to Ape Pandang Phone, Sleep Sensorang"" even though in a group full of groups entering water, hahahaha.mne doesn't be aside, smile, laughter"
"tidur lena, mmpi yang indah",[],"Sleep Lena, Beautiful MMPI"
"biar tak cantik/tak hensem asalkan ada common sense, reti jaga kebersihan, penampilan kemas/rapi. banyak lg la.",[],"So that it's not beautiful/not hensem as long as there is a common sense, retikeeper cleaning, packaging/neat appearance. LG LG LA."
"selamat malam, semoga sentiasa berada di dalam lindungan dan rahmatnya.",[],"Good evening, hopefully he is always in his protection and grace."
"alhamdulillah, rezeki..",[],"Alhamdulillah, fortune .."
mak pak mana je tak bising anak menganggur lama sangat.dah tu ade jenis siap pi jalan sana jalan sini buat perabis beras kt rumah.,[],"Mak sir, where are you not noisy, children are very unemployed for a long time."
tungla dating..,[],Tungla dating ..
"jangan di samakan.yg ke kfc tu mmg sihat wal afiat.plus mungkin bru ade fmly yg nk merasa mkan kfc yela dua snackplate rm kan murah tu.hosp/kk orang tak sihat sbb tu ade yg mudah hilang sabar.yela sbb tengah tak sihat, emosi pun tengah terganggu.chill sudah.",[],"do not be tired of it. yg to kfc tu mmg sister wal afiat , emotions are being disturbed."
"rasanya sebelum ni, dayana tu tak kisab pun..siap pernah keluarkan statement jangan kaitkan dia dengan lagu tu.dan sekarang kenapa bru nk terhegeh hegeh?",[],"It feels before, dayana is not even kisab ... ready to issue a statement, don't associate him with the song."
jap lg angkat la tu..,[],jap lg lift la tu ..
hahaha.. bru boleh bg mse tu..aku pun jrang main.. ade team bru main..tu yg point mcm tu je.,[],hahaha .. you may be bg mse tu ... I also played ... Ade the team bru playing..tu the point mcm tu je.
perghh... venom,[],Perghh ... Venom
rajinkan.,[],Rajah.
makang tengahari tp ni dh petang rasanya. emm.. ( food court kipmart masai),[],"Makang is the middle of this, but I feel like dh dh. Emm .. (Food Court Kipmart Masai)"
alhamdulillah.. bgus..,[],Alhamdulillah .. Bgus ..
ala.. bongok sesama kan.. ape la salahnya.. dh g lunch..,[],ala .. bongok others right .. ape la the wrong .. dh g lunch ..
"yakin ke yg ali puteh nk songlap?mmg % tahu cerita sebenar ke?awak siapa?ade pertalian darah dengan keluarga arwah abam atau balu abam?selagi tak tahu cerita sebenar, jangan la memandai mandai cakap itu ini.kesian abam yg dh kt sana tu.",[],sure to what Ali puteh nk songlap? mmg % know the true story? .
uisshh.. laju..takleh jadi nidushh dushh dushh,[],uisshh .. rate..takleh so nidushh dushh dushh
kena ade strategi kan.. kikiki..nah amik dush dush dush,[],hit by a strategy right ... kikiki..nah amik dush dush dush
"tak tahu kisah sebenar, jangan pandai buat andaian, menyibuk ape semua.korang ni. bodoh ke ape? hidup korang sendiri mcm sibat, nk sibuk hidup orang lain. kau ngn alip pondan sama bingainya.",[],"Do not know the true story, don't be smart for you, you put it all. Stupid to Ape? Life korang itself mcm sibat, nk is busy living in others. You are alip pondan and gring up."
"emm..tepis, tepis, tepis.. come on sis.. padu skit bagi.",[],"Emm ... pepis, tepis, tepis .. come on sis ... a solid skit for."
ting ting ting *round,[],Ting Ting Ting *Round
hahahahahaha,[],Hahahahahaha
jom fight.,[],jom fight.
tak yah masuk campur la..tak tau cerita sebenar benar cerita.alif syukri ni pondan pun sokong.dah boleh abai kot.bukan tinggal serumah dengan dorng pun.,[],not well coming in lah ... don't know the true story of the true story. ALIF Syukri Ni Pondan is also supporting.
done like.,[],Done like.
"i'm at route in johor bahru, johore",[],"I'm at Route in Johor Bahru, Johore"
aah.. awak sorang*look at my twitcon,[],aah .. a crew*look at my twitcon
"i'm at today's market in masai, johor",[],"I'm at Today's Market in Masai, Johor"
sarap duluan. ( warong teh sarbat asli),[],Sarap first. (Original Warong Teh Sarbat)
last day ( st microelectronics pte ltd (amk) in singapore),[],Last Day (St. Microelectronics Pte Ltd (AMK) in Singapore)
aamiinn,[],Aamiinn
"hujan. ( taman cahaya masai in pasir gudang, johor, johor)",[],"rain. (Taman Cahaya Masai in Pasir Gudang, Johor, Johor)"
kah kah.,[],Kah.
beyblade burst double elimination challenge mutiara rini.utk maklumat lanjut.,[],Beyblade Burst Double Elimination Challenge Mutiara Rini.UTK Advanced.
bingai at it finest.,[],bingai at it finance.
i'm at st microelectronics pte ltd (amk) in singapore,[],I'm at St. Microelectronics Pte Ltd (AMK) in Singapore
hahaha..tau..,[],hahaha..tau ..
your death is music to my ears,[],your death is music to my ears
yaaa.. gigit.,[],yaaa .. bite.
ee... ape ni.. bercepah cepah...lepas makan nanti sapu!,[],ee ... ape ni .. make a blind ... let go of eating later a broom!
"i'm at restoran elly in pasir gudang, johor",[],"I'm at the Elly in Sand Gudang, Johor restaurant"
assalamualaikum dan selamat pagi warga twitterjaya sekalian alam.,[],Assalamualaikum and good morning TwitterJaya residents.
bertabahlah anak muda. *see my twitcon,[],Tear a young man. *see my twitcon
"tu mengambil kesempatan dalam kesempitan namanya, layak diberi flying kick.",[],"Tu took the opportunity to narrow his name, deserves to be given a flying kick."
i'm at st microelectronics pte ltd (amk) in singapore,[],I'm at St. Microelectronics Pte Ltd (AMK) in Singapore
memalukan fans looserfool jela.,[],Embarrassing Looserfool fans jela.
ok,[],OK
aamiinn.,[],Aamiinn.
tak lame dh tu.,[],No lame dh.
nnt jgn lupa jemput ye...,[],nnt don't forget to pick up ...
cuti lg... esok mlm bru kerja.,[],Lg leave ... tomorrow mlm bru work.
"morning, happy working.",[],"Morning, Happy Working."
tungla...,[],Tungla ...
oooo..,[],oooo ..
tungla.,[],Tungla.
i'm at kulaijaya,[],I'm at Kulaiijaya
takde pape...,[],Takde Pape ...
panjang ketawa.. emm.. takpela...,[],Long laughing .. um .. takpela ...
tungla..,[],Tungla ..
whoahhhh,[],Whoahhhh
"i'm at familymart in pasir gudang, johore",[],"I'm at Familymart in Pasir Gudang, Johore"
"i'm at gerai makan taman sri stulang in johor bahru, johor",[],"I'm at the Sri Stulang in Johor Bahru Park Outlet, Johor"
"ya mas tayar itu ""ban""",[],"Yes, Mas Tayar ""tires"""
danke,[],Danke
nk video ni.. nak.. nak..,[],nk this video .. son .. son ..
"dah lama tau, share utk yg tak tau.",[],"I've known a long time, share for those who don't know."
undek la..badge laitu la ini la.. ( st microelectronics pte ltd (amk) in singapore),[],undek la..badge la this la la ... (St. Microelectronics Pte Ltd (AMK) in Singapore)
thanks..,[],Thanks ..
takleh kcau dia lg dh.. huhu.. selamat bekerja..,[],I don't know him again ... huhu .. happy work ..
aamiinn.. semoga dipermudahkan kerja tu.,[],Aamiinn .. hopefully it will be easy to work.
"i'm at restoran elly in pasir gudang, johor",[],"I'm at the Elly in Sand Gudang, Johor restaurant"
backup sgt keluarga tu dpt ape ntah.kah kah.,[],backup sgt the family can be a bad.
"abaikan je bro.good luck nak dpt laki kaya raya.tu pun lelama nk hadap high maintenance silap hri bulan boleh kayap laki tu.kesian laki gaji k, apatah lagi yg bwah k mcm aku ni..",[],"Ignore je bro.good luck, son, can be a rich man"
tros protect akaun ea,[],Tros Protect Akaun EA
wahh.. selamat pengantin baru..,[],wahh .. happy newlyweds ..
perempuan..... mana nk kalah..............................,[],Women ..... where did you lose ..............................
"tak bitter, cuma rse takde kaitan dengan hidup,tak yah susahkan diri nk join tweet. jap lg aku bitter betul, aku basuh kaw.. jgn muntah pulak nnt.",[],"No bitter, only rse takde connection with life, it's not difficult to join the tweet. jap again I'm bitter right, I wash Kaw .. don't vomit."
ni dr mne tetibe datang?aku ni grau je pun.hak aduh.gigih sangat tgok tweet orang.rse takde kaitan dengan hiduptakyah la nk sibukkan diri.,[],Ni Dr. MNE TATTIBE came? I was GRAU JE too.
ahahahahha,[],ahahahahha
dengan senang hati..,[],with pleasure..
"senang je. dah rezeki nk sangkut, nk buat mcm mana.",[],"happy je. already fortune nk stuck, nk for which mcm."
to be precise it's two punch!!!,[],To be precise it's two punch !!!
kah kah kah,[],Are you?
imlh lnh,[],IMLH LNH
"i'm at restoran elly in pasir gudang, johor",[],"I'm at the Elly in Sand Gudang, Johor restaurant"
assalamualaikum dan selamat pagi warga twitterjaya sekalian alam.,[],Assalamualaikum and good morning TwitterJaya residents.
bulan terlalu singkat. tp tak salah pun. good luck.,[],the month is too short. But it's not wrong. Good luck.
i'm at amj canteen,[],I'm at Amj Canteen
this kind of people is stupid af.selfish.doktor tanya cuba nk kepastian je.boleh lakukan pencegahan awal.adeh.,[],this kind of people is stupid af.elfish.doktor asking cuba nk certainty je. can do initial prevention.adeh.
"takde siapa pun tercyduk. mcm tweet kt atas, takde siapa akan sokong kite selama lamanya.",[],"Takde anyone is worried. MCM Tweet KT above, takde who will support Kite for a long time."
dh dpt.. hehe,[],DH can .. hehe
link for download,[],Link for Download
i'm at st microelectronics pte ltd (amk) in singapore,[],I'm at St. Microelectronics Pte Ltd (AMK) in Singapore
"kantoi la ni..tak bgtau mak, keluar pi mana.. tu mak call nk tanya la tu ada kt mana.",[],"kantoi la ni ... really mak, where come out where .. tu mak call call me there is where there are."
innalillahiwainnailaihiroijun.,[],Innalillahiwainnailaihiroijun.
mutekan kejap group tu..then tido la.,[],Mutekan Keat Group Tu..that tido la.
sabar.. jgn maki pagi.. rezeki lari..sumbat earphone dengar lagu sayup.. tido la..,[],Patience .. don't swear morning .. sustenance runs away..sumbat earphones listen to the song Fight .. Tido la ..
"i'm at restoran elly in pasir gudang, johor",[],"I'm at the Elly in Sand Gudang, Johor restaurant"
walaupun esok ada mentariapakah secerah hari iniharap begitulahdanmoga mudahlahperjalanan hidupku,[],"Even though tomorrow there is a better as well as today, hopefully and hopefully the journey of my life"
dorng perli je sebenarnya..nk kucing mahal je.. kucing jalanan tak pandang. siap ade yg halau pkai kaki lg bila kucing ni dtg kt dorng mse tengah mkan kt restoran..pecinta kucing my ass la mcm tu.,[],"Dorng Perli je actually ... not expensive cats ... Street cats indiscriminately. Ready to ade who hits the legs if the cat is dtg dorng, the middle of the restaurant ... the love love of my ass la mcm."
masdo??who's that?,[],Masdo ?? Who's that?
hahaha,[],ha ha ha
boleh..,[],can..
selamat bekerja..,[],enjoy your work..
kerja..,[],work..
tanya kt dia.. itu parking kereta ke tmpt niaga.,[],asked him ... it was the train parking to the commerce.
oo.. dh tukar nama ea? hahaha.. bru tahu ni.. ah betul la.. even boys confuse with this $&amp;!,[],oo .. do you exchange the name ea? hahaha .. you know this .. ah right la .. even boys confuse with this $ & amp;!
i'm at st microelectronics pte ltd (amk) in singapore,[],I'm at St. Microelectronics Pte Ltd (AMK) in Singapore
"supermarket dan mall dibina utk aim singaporean shopping.while perumahan dibina utk aimsingaporean dan china mainland, bukan utk johorean pun..tu pun masih ade yg nk menjilat mereka yg mendakwa diri mereka ""berjiwa rakyat""",[],"Supermarket and Mall are fostered for Aim Singaporean shopping.While housing is fostered for Aimsingaporean and China Mainland, not for Johorean too ... even still ade who licks those who claim themselves ""people with people"""
hahahahaahaha.. kn.. karut kan..,[],hahahahaahaha .. Kn .. chaotic right ..
sabar anak muda.. sabar..,[],patient young people .. patient ..
hahahahahaha,[],Hahahahahaha
"org tu dh selamat sampai malaysia, bilanya kena tahan. haha.",[],"org tu dh survived until Malaysia, the time was hit. ha ha."
"home,rest time. ( taman cahaya masai in pasir gudang, johor, johor)",[],"Home, rest time. (Taman Cahaya Masai in Pasir Gudang, Johor, Johor)"
bg je alasan lapuk..clear whatsapp..so terleft sendiri..,[],Bg je the reason is weathered ... clear whatsapp..so is in itself ..
linesman lebih tepat.,[],Linesman is more precise.
takpe.. grock dah la.,[],takpe .. grock dah la.
"i'm at alan thai cafe taman cahaya masai,pasir gudang in pasir gudang, johor",[],"I'm at Alan Thai Cafe Taman Cahaya Masai, Sand Gudang in Pasir Gudang, Johor"
yup.. see my profile lo..,[],Yup .. See my profile ...
kena tggu hri bru boleh bg skin.,[],hit by Tggu Hri Bru may be bg skin.
"let it rip ( sunway big box in iskandar puteri, johor)",[],"Let it rip (sunway big box in Iskandar Puteri, Johor)"
bereh.,[],Berech.
meh id.. bhahaha.,[],meh id .. Bhahaha.
fuhh..thanks..haha.. skin ape??,[],Fuhh..thanks..haha .. skin?
wahh.. february geng.. happy birthday to your mom. may allah bless her.,[],wahh .. February gang .. happy birthday to your mom. May Allah Bless Her.
"i'm at kfc in masai, johor",[],"I'm at KFC in Masai, Johor"
aamiinn,[],Aamiinn
dia saja je nk perhatian..hahaha.,[],He's just the attention ... hahaha.
tweetpemes mmg rata bodoh ke?batak?go get a life sibat.ngai lebih.,[],Tweetpemes mmg flat stupid to? Batak? Go Get a Life Sibat.
"i'm at nasi royale in senai, johor",[],"I'm at rice royale in Senai, Johor"
"apa yg salah adalah salah, jangan di biasakan sangat sokong benda yg salah.tempat parking sikit? mesti lah bersebab, tgok kawasan tu mcm mana.haih.",[],"What's wrong is wrong, don't make it a habit to really support the wrong object. The parking place is a little? It must be caused, which area is MCM."
"ptot ko amik gambar, pastu report kt jabatan tenaga manusia..bru ade akal dorng nnt.",[],"ptot ko amik image, surely report to the position of human power..bru ade reason dorng nnt."
assalamualaikum dan selamat pagi warga twitterjaya sekalian alam.,[],Assalamualaikum and good morning TwitterJaya residents.
sekarang kebanyakan mcm tu.. hanat.. bile boleh cakap mandarin.. spin ke lain pulak.. cakap kela nk kaum kau je kn senang.,[],now most of the mcm ... hanat .. bile can be capable of mandarin .. spin to another ... capable of you you are happy.
tangerine speaker?,[],tanterine speaker?
mmg tipu la.. orang tu dh selamat balik ke mesia pun.. bhahaha.. ade je video.. tp mmber tak boleh share..peraturan kerja..,[],mmg trick la .. oh my dear happy back to mesia too .. bhahaha .. ade je video .. but mmber can't share ... work settings ..
mmber kate dh selamat balik pun.. hahaha..ade video.. tp tak boleh share..langgar peraturan airport katanya.,[],MMBER KATE DH Congratulations back ... hahaha..ade video ... but you can't share ... the airport rules are violated.
depends on words...haha,[],dependent on words ... haha
meh share kt aku sorng.. bhahahha,[],meh share kt me sorng .. bhahahha
hahaha.. yeke??sajat pun dh blik la ea.,[],hahaha .. yeke ?? even dh blic la ea.
"lunch ( secret recipe in pasir gudang, johor)",[],"Lunch (Secret Recipe in Sand Warehouse, Johor)"
aamiinn,[],Aamiinn
assalamualaikum dan selamat pagi warga twitterjaya sekalian alam. selamat bekerja kepada mereka yang bekerja dan selamat bercuti kepada mereka yang bercuti.,[],Assalamualaikum and good morning TwitterJaya residents. Happy working to those who work and have a good time to play with those who are coming out.
hahahahaha,[],Hahahahaha
ayokk,[],Ayokk
lapor tu..hahaha..mkan dulu bru tido,[],report tu..hahaha .. first bru tido
haha..okay..nnt u buat live i msuk ye.,[],haha..okay..nnt u for live i make me.
yeay.. hehe.. happy for you.,[],yeay .. hehe .. happy for you.
nais gile..,[],Nais Gile ..
hehe. sorry kcau live u tu hri.. ckp msuk sbb nk test line je.,[],"haha. Sorry, Live U Tu Hri ... ckp still as a test line."
takde hal.. kecik je tu.. aamiinn.. may allah bless us all..,[],Takde Hal .. Kecik je tu .. aamiinn .. may Allah bless us all ..
biasalah tu.hope u kuat dan diberikan kekuatan utk hadap tekanan tu okay.. no biggie u.,[],usually the hope u is strong and given the strength to face the pressure is okay .. no biggie u.
sabar ye u.. ujian utk u.. semoga dipermudahkan segalanya utk u.. aamiinn.,[],Patience ye u .. test for u ... hopefully everything is made for u ... aamiinn.
mhhbmn,[],Mhhbmn
takpe.. semoga dipermudahkan dan dilancarkan semuanya.,[],Takpe .. hopefully everything will be made and launched.
bau nasi minyak semakin mendekat..,[],The smell of rice oil is getting closer ..
kenalah record.. wajib.. nk orang tau.,[],Keep a record ... mandatory .. nk people know.
i want this video,[],I want this video
kah kah kah,[],Are you?
this.,[],This.
bereh..,[],Beresh ..
nah try sini.,[],So try here.
ye kenapa.. hahahha,[],Ye why .. hahahha
aamiinn.,[],Aamiinn.
"assalamualaikum dan selamat pagi.kepada mereka yang rasa aku ada hutang, boleh pm, nyatakan nilai,bila aku pinjam, alasan ape aku pinjam tu.. terima kasih.",[],assalamualaikum and good morning
i'm at amj canteen,[],I'm at Amj Canteen
kalau perasan.. block trus orang mcm tu.,[],if the juice ... block then mcm people.
i'm at st microelectronics pte ltd (amk) in singapore,[],I'm at St. Microelectronics Pte Ltd (AMK) in Singapore
sorry hilang.. tidur...,[],sorry missing .. sleep ...
koroi sedap oh..bgus utk sakit badan,[],koroi is delicious oh..butus for body pain
satu lagu je cukup.. sakit tekak.,[],One song is enough .. Painful pain.
terima kasih.. terima kasih..,[],thank you .. thank you ..
"let it go, let it gocan't hold it back anymorelet it go, let it goturn away and slam the doori don't care what they're going to saylet the storm rage onthe cold never bothered me anywayokay sekian terima kasih.",[],"Let it go, let it go gocan't hold it back anymorelet it go, let it go away and slam the door don't care what they're goes to saylet the storm rage onthe cold never botherred me alsowayokay so thank you."
can i sing?,[],Can I sing?
"hahaha.. itu la.. pling best dh lama tak bertegur, tup tgur sbb nk pinjam duit.. ini lg hamlau punye orang..",[],"hahaha .. that's la .. the best pling for a long time not interrupted, tup tgur as nk borrowed money .. this is more hamlau punye people .."
grau je.,[],Grau je.
"ramai yg begini, bertabahlah.",[],"Crowded like this, take the powder."
okay jap dm,[],Okay Jap Dm
hahahahahaha,[],Hahahahahaha
"kalau mai yg selfie, lalu kt temlen.. insyaallah kite tak muak..",[],"If Mai is selfie, then KT temlen ... God willing, kite is not fed up .."
serius ah.. hahaha,[],serious ah .. hahaha
aku connect moonton sbb anjing vk lupa akaun.. kah kah.,[],I connect moonton as a dog vk forgot Akaun ... right?
thanks bro.. bolehlah pushkan akaun aku.. kah kah..,[],Thanks bro .. may I be pushed me ... whether ...
terima kasih kina..,[],thank you quinine ..
open my profile for surprises.,[],Open my profile for surprises.
i'm at st microelectronics pte ltd (amk) in singapore,[],I'm at St. Microelectronics Pte Ltd (AMK) in Singapore
assalamualaikum dan selamat pagi warga twitterjaya sekalian alam.,[],Assalamualaikum and good morning TwitterJaya residents.
huhu..,[],Hu Hu..
hahah..aku jumpa ni aku luku kepala.. biar hilang bingai tu.,[],hahah ... I meet this I luku head .. so that it disappears bingai tu.
pg ea.. hahahahaha,[],pg ea .. hahahahaha
"i'm at alan thai cafe taman cahaya masai,pasir gudang in pasir gudang, johor",[],"I'm at Alan Thai Cafe Taman Cahaya Masai, Sand Gudang in Pasir Gudang, Johor"
emm.. takde self confident.. huhu,[],umm .. takde self confident .. huhu
naissa.. sbb tgok warna kulit.. dia putih kn.. so sesuai.. kalau kulit mcm kita ni pkai warna mustard.. sumpah hodoh!!!,[],"Naissa .. as tg cok skin color .. he is white kn .. so appropriate ... if our skin is mcm, this is the color of the mustard ... I swear !!!"
"dia jadi tunggang agama, bila tgok harga..tang harga tu yg jadi isu biasanya.bila ditambah seperti zikir,dh di bacakan juz quran la,terus harga melambung.. itu yg jadi tunggang agama.",[],"He becomes a religion ride, if the price is ... the price is the usual issue. If it is added like a dhikr, it will be read by the Quran lah, then the price is soaring ... that's the one that becomes a religion."
mustard,[],Mustard
bru nk maki.. hahahaha.,[],bru nk maki .. hahahaha.
yg mne?,[],mne?
sabar anak muda.. bhahahaha,[],Patience young people .. Bhahahaha
"bodoh tak dpt dibendung kau ni.haih,sila deactive la twitter kau ni.bingai sangat..",[],Stupid Can't Stop You Ni
"biasa typikal melayu, dia buat boleh, orang buat tak boleh.jap lagi ade la tu yg jawab kucing tu semua boleh pegang, anjing tak boleh.",[],"Usually Typical Malay, he can make it, people make not."
"jangan jadi bebal sangat.orang pertikai la. sbb tahu sajat tu mmg lelaki, tp kenapa still lepas smpai ke sana.kau ni kalau depan atau adik aku,kena pijak dah.",[],"Don't be very ignorant. As if you know, you are a man, but why do you still get off until there."
"salah is salah, tak payah beria nk tegakkan benang yang basah..emm joined december .",[],"Wrong Is Salah, not badly beria nk uphold wet thread ... emm joined December."
baby can i put my life in your love,[],Baby Can I Put My Life in Your Love
adehh.. masalah.,[],adehh .. problem.
i'm at st microelectronics pte ltd (amk) in singapore,[],I'm at St. Microelectronics Pte Ltd (AMK) in Singapore
assalamualaikum dan selamat pagi warga twitterjaya sekalian alam. selamat bekerja kepada mereka yang bekerja dan selamat bercuti kepada mereka yang bercuti,[],Assalamualaikum and good morning TwitterJaya residents. Happy working to those who work and have a good one
feedback,[],feedback
kan?? padan muka.. hahaha,[],right ?? face and face .. hahaha
assalamualaikum dan selamat pagi warga twitterjaya sekalian alam.,[],Assalamualaikum and good morning TwitterJaya residents.
meneruskan bayangan yg aku ni jadi kaya.,[],continued the shadow that I became rich.
link please,[],Please link
belum lg..hahahaha..,[],not yet ... hahahaha ..
my month..,[],my month ..
"abaikan jela u org mcm tu.. yg toxic sebenarnye dorng,cakap lebih pun tak guna.. nnt kena balik kt kita.",[],"Ignore the jela u org mcm ... the toxic is actually dorng, even more unfamiliar ... nnt got back in us."
"samalah..selalu orang cri bila sedih, ada masalah je..kalau happy.. hilang.. lama hilang.. pastu muncul balik",[],"Samalah ... always a CRI person when sad, there is a problem je ... if happy .. disappear .. long disappear .. it must appear back"
hahahhahahaha..,[],hahahhahahaha ..
"babi doh orang mcm ni, aku pulak last year birthday aku dia boleh cri pasal ea.. kemurungan aku.pastu birthday dia pandai pulak nk sendiri..nak happy..ini semua pala butuh. hahaah",[],"pigs doh people mcm ni, I am too last year birthday I can cri article ea .. my miracle. Hahaah"
michael catson,[],Michael Catson
hahahahahahaha,[],hahahahahahaha
"untung tau khabar berita.aku ni yang tak tau salah ape, di cari pasal, siap block semua tempat nak jadi ape.. hahahahaha. kite nk bincang, nk clear ape yg ptot, dia?aku smpai contact through email ni, tak tau la sampai ke tak.",[],"Fortunately, I know the news. Kite nk talk, nk clear ape who ptot, he? I am until the contact through this email, don't know la until it is not."
"tak tahu, berkali kali dah.",[],"Don't know, many times."
royale time!!!!,[],Royale Time !!!!
jangan cakap abam tak ajak...hahahaha,[],Don't be capable of not inviting ... hahahaha
"royale time. ( nasi royale in senai, johor)",[],"Royale time. (Royale Rice in Senai, Johor)"
"aku nak sound orang tak kire kau siapa,laki ke perempuan ke, aku pukul rata je.lantak kau la nk benci ke nk menyampah kat aku.orang kaki jilat je akan mengiyekan benda tak betul.tak suka cara aku? nak kata aku toxic?silakan.sekarang pun dh mkin kurang bertegur kan?",[],"I'm the sound of the sound of the person you don't know who you are, the man to the woman to, I hit evenly. Son, I say toxic? Please. Now, it's not too much, right?"
"""rase kuah sikit""emm,sedap pulak.""rse mee sikit ea?""",[],"""Rase sauce a little"" um, delicious. ""Rise mee a little ea?"""
adehh.. tak leh buat ape la kalau mcm tu.,[],adehh .. not to make me if it's mcm.
"yg first tu pergi je kedai hardware, cakap nak shrink/shrinking tube. korang jangan guna straw pulak.. jahanam terus cable nnt.",[],"The first one went to the hardware shop, I was able to shrink/shrinking tube. You don't use the straw pulak .. keep the cable."
beli lain yg sedia ada jual mur.. at least dpt sedikit pulangan.,[],Buy another thing that is available to sell nuts ... at least can be a little overwhelming.
"tak ketawa, agak annoying sembang pung pang pung pang, cina bla bla bla,yang islam ni pun agama sendiri permainkan,tukang share ape semua pun same.nnt orang cakap mcm ini mcm itu mula la kata tak payah nk tnjuk baik la ape la itu la ini la. ah bodoh.",[],"Not laughing, somewhat Annoying Sembang Pung Pung Pung Pang, Chinese blah blah blah blah, the Islam is also a religion itself, apes ape all same.nnt people say this mcm is originally the word not bad nk tnjuk both la ape la. He is la. ah stupid."
"ini mmg sengaja permainkan, siap nk rakam bagai, mmg dah dirancang.. seronok persenda agama sendiri.orang pun dok share ketawa terbahak bahak.",[],"This is deliberately playing, ready to rakam like, mmg has been designed ... a religious personnel itself. The person is also a laughing doc."
nice la.,[],nice la.
mind to explain? hahaha,[],Mind to Explain? ha ha ha
selamat kepagian.,[],Congratulations.
"okay, noted with thanks.",[],"Okay, noted with thanks."
"sabar, sabar.",[],be patient.
hahahahaha,[],Hahahahaha
siapakah??mne ade awek ea...aduhh..,[],Who ?? MNE ADE AWEK EA ... Ouch ..
i'm at in johor,[],I'm at in Johor
hope halal la.. aamiinn..,[],hope halal la .. aamiinn ..
"sth how, i really miss this moment.",[],"Sth How, I really miss this moment."
wa'alaikumussalam wbt bosskita,[],wa'alaikumussalam wbt bosskita
alhamdulillah.. rezeki.,[],Alhamdulillah .. fortune.
nnt jadi kenyataan la tu.,[],NNT came true.
wahhh,[],Wahhh
okay..mkan dulu ea...omnomnomnom.. nyumm.. nyumm..,[],"Okay ... first, ea ... omnomnomnom .. nyumm .. nyumm .."
"mkin mahal, portion mkin sikit, air pulak air nye suku cawan, ais bersepah..tak fikir customer, fikir untung sendiri.",[],"maybe expensive, the portion is a little, water pulak water nye cup tribe, ais is a shift ... don't think of customers, think of profit itself."
nak...,[],Son ...
hahaha,[],ha ha ha
emm.. yela.. yela..,[],Emm .. Yela .. Yela ..
why?????,[],Why ?????
tak kena perbandingan yg kau buat ni.,[],No comparison you made.
tak semua mcm tu.. kah kah kah..same la anak no ... sekali pun.,[],Not all of the MCM ... Is that right ... Same la Anak No ... even once.
you're welcome,[],You're welcome
hahaahah...selamat bekerja esok.. i pulak yg cuti esok..,[],hahaahah ... happy work tomorrow .. i pulak who leave tomorrow ..
tenang..,[],calm..
kah kah kah. jenis jilat je ni payah..,[],Are you? the type of lick is so bad ..
last day kerja untuk minggu ni ( st microelectronics pte ltd (amk) in singapore),[],Last Day Work for this week (St. Microelectronics Pte Ltd (AMK) in Singapore)
assalamualaikum dan selamat pagi warga twitterjaya sekalian alam.,[],Assalamualaikum and good morning TwitterJaya residents.
hehehe..,[],Hehehe..
td bebel cuti lama sgt..,[],td bebel is a long time off ...
okay la.. i tak jadi merajuk..,[],Okay la .. I don't get sulking ..
nak jadi pendengar pun kena di suruh diam.. emm.. okay.. fine.. i is merajuk patplohpat hari.,[],"Son, so the listener was told to be told to be silent ... Emm .. okay .. fine .. I is sulking patplohpat day."
semoga terus kuat.,[],Hope it continues to be strong.
just food and sleep.. ahh.. perfect,[],just food and sleep .. ahh .. perfect
meh sini..,[],meh here ..
betul jgak.. sbb ramai org nk tempah nnt.,[],"That's right ... as busy as people, you take it."
emm.. nak.. nak ayam goyeng..,[],"Emm .. son ... son, chicken goes ..."
