Text,hashtag,Translated Text
"meriah gak kedai nie. dari luar macam kedai sinsing je. masuk atas level , umangaih..skru spana..dapur, spenda , beg , syampo dll semua ada. kalo nak cari barang basic diy..ok la jugak dari xde langsung.",[],"It's a good store. From the outside like a sinsing shop. enter the level, umangaih..skru spana..dapur, spenda, bag, shampoo etc. If you want to find a basic DIY item..ok la jugak from xde directly."
jpj tutop...oiii nak buat achane nie,[],jpj tutop ... oiii want to make nie nie
adusss...kantoi lagi...matilanakkk,[],Adusss ... again ... Matilanakkk
"bino motorbike rental petaling jayasg way, , jalan ss a/, ss a, petaling jaya, selangor-",[],"Bino Motorbike Rental Petaling Jayasg Way ,, Jalan SS A/, SS A, Petaling Jaya, Selangor-"
botol minyak hitam siap ada nozzle dan liter indicator.sape tau botol ape lagi yang macam nie kat pasaran. thanks sharing info tentang tips penggunaan minyak hitam.,[],Black oil bottles are ready to have nozzle and liter indicator. Thanks sharing info about tips on using black oil.
terjumpa brother nie time dia nak tunggu pagar rumah dia bukak. awesome vehicle. go green. guna kuasa bateri. caj selama sejam. dia sendiri tak tau berapa harga vehicle nie.boss dia belikan,[],found a brother nie time he was waiting for his house fence to open. Awesome Vehicle. Go Green. Use battery power. Charge for an hour. He himself does not know how much he costs nie.boss he bought
kalau aku nak mencarut boleh tak? abes la riderx sekalian...nampak je tepi jalan polis pun datang bukak beg..keluarkan isi poket...ahhh sudahhh...jadi satu keje plak nak berpantun dengan polis,[],If I want to talk about it? Abes la riderx ... it looks like the police road is coming to open the bag ... removing the pocket ... ahhh already ... so one plaque wants
sewa motorbuat sticker,[],Motor Rental Sticker
hahhaah cam shiyal je lawak he,[],hahhaah cam shiyal je jokes he
wow,[],wow
cam shiyal ketawanya,[],cam shiyal laughs
"mohon kerajaan menaikkan banner, billboard tepi jalan, temporary poster dll di kawasan panas macam . kalo boleh pasang lagu memey nie kuat kuat diikuti penari tempatan yang dicat itam.","['malaysia', 'lembahpantai', 'MakKoHijau', 'coronavirus', 'malaysia', 'KitaJagaKita', 'DudukRumah']","Ask the government to raise the banner, road side billboard, temporary posters etc. in hot spots like that. If you can install a strong Memey nie song followed by a local dancer painted."
aku pun tak paham nape orang ade spesis tak bleh guna otak. semalam nampak bapak dafi cakap pasal area pantai dalam. rumah dioran takde tv/tak wifi ke ape?,"['lembahpantai', 'coronavirus', 'malaysia', 'KitaJagaKita', 'DudukRumah', 'pantaidalam', 'COVID19']",I don't even know that people with species do not use the brain. Yesterday saw Dafi's father talking about the beach area. Dioran's house has no TV/no wifi to ape?
woi sape edit nie woii...,[],Woi sape edit nie woii ...
sebelum ini pernah nampak seorang pemuda mendirikan solat tepi masjid. hari ini gua sendiri menyaksikan sendiri pemuda mendirikan solat si tepi masjid bulat pj. biarpun hidup beribu tahun kalau tak sembahyang apa gunanya...,[],Previously saw a young man offering prayers on the edge of the mosque. Today my own I saw the young man set up a prayer on the edge of the PJ Round Mosque. Even for thousands of years of life if you do not pray what it is ...
ya allah...pemurahnya customer nie...,[],Oh God ... the generous customer ...
"alahai...nak kemane makcik oii..nak hujan tue....moral of the story, kalo kita merungut payah nak keluar hujan...ada orang sanggup meredah hujan berbungkuskan plastik sampah",[],"alahai ... want auntie oii..not rain tue .... moral of the story, if we complain about going out of the rain ... there are people who are willing to go through the rain plastic trash"
seb baek x tercabut nyawa,[],Seb baek x pulled out of life
uish..ada orang rupanya kat . ingatkan student dah balik ..,['um'],Uish ... there are people. Remember the student is back ..
sebelum ini mereka hulur bantuan kepada frontliner. kali ini mereka semakin padu dalam skala lebih besar. dan bersama geng grab mereka menerjah sekitar kl. terima kasih kepada yang memberi cadangan sblm ini.,"['pkp', 'malaysia', 'kitajagakita', 'dudukrumah', 'prihatinrakyat', 'stayathome']",Previously they helped the frontliner. This time they are getting stronger on a larger scale. And with their grab gang exploring around KL. Thanks to those who have given me this before.
tips untuk membeli barang di kedai runcit atau barang basah.,"['lalamove', 'covid19', 'malaysia', 'delivery']",Tips for buying items at grocery stores or wet items.
peta / map di tiara damansara pj.,[],Map / map in Tiara Damansara PJ.
disaat aku dok pikir mana nak cari facemask nie...tetiba customer berjalan riang ke arah aku..dibaginya hadiah facemask nie...giler awesome ar chinese guy sorang nie...,[],When I was wondering where to find a facemask ... the customer suddenly walked to me ... the gift of the facemask nie ... giler awesome ar chinese guy sorang nie ...
ini kelakar ...hahahaha,[],It's funny ... hahahaha
hahaha...terbaik ar . mesti korang punye staff x masuk opis sebab larangan nie kan?,"['ppum', 'pkp']","hahaha ... best ar. must you have staff x enter the opis because of this ban, right?"
pehh...siap mintak password online. terbaik scammer,[],Well ... ready to ask for an online password. best scammer
info sewa motor kepada rider,[],Motor Rental Info to Rider
oh yea...dia servis dan tukar sekali minyak break,[],Oh yea ... he served and changed the breaking oil
break susah nak makan. cina kedai cakap komponen dalam nie dah kaput. nama komponen nie funkid. aku tukar rm siap servis break nie. korang rasa mahal ke murah,[],Break is hard to eat. The Chinese shop says the components in this are already. The name of the component is funkid. I changed RM ready for breakfast. People feel expensive to cheap
adu du du..mati la nak oii,"['JAndT', 'Malaysia', 'pjoldtown', 'pj', 'petalingjaya']",adu du du..mati la nak oii
hang mental..aku dah carut carut dah tadi,[],Hang mentally..I have been careful
"haahh...tengok ""youtube loading"" . ini lawak",[],"Haahh ... see ""YouTube loading"". This is a joke"
aah..ramai x ok,[],aah..ramai x ok
time time kawalan pergerakan nie la buat hal. dalam hati rasa nak mencarut je,['umobile'],Time time control this movement. In my heart I want to get rid of it
woii....please fix it up,[],woii .... please fix it up
dear . what happening to your current service. no internet at this moment. i'm working % using your line. please fix it up,"['umobile', 'malaysia']",Dear. What happening to your current service. No internet at this moment. I'm working % using your line. PLEASE FIX IT UP
jangan jadi seperti gua..nak ambik rm poie walk in pejabat . hahahhaa,"['kwsp', 'petalingjaya', 'knightriderkl']",Don't be like a cave ... don't take RM Poie Walk in the office. hahahhaa
pehh gila arr,[],pehh crazy arr
ub tau?,[],Ub tau?
nanti kalo ada makanan silap hantar...share share k,[],Later if there is a mistake to send ... Share Share K
kepada si pengoder..pasti lapar. btw..kenkadang ada kes pengoder salah alamat.,[],To the porch ... hungry. Btw..then there are cases of incorrect address.
once drop off... panda akan bayar dia,[],Once drop off ... panda will pay him
"kalo bab salah hantar, biasanya rider akan contact ngan si pengoder untuk pickup makanan dia bagi memastikan makanan tu accurate terima kepada si pengoder. kalo rider salah hantar sekalipun..mesti dia akan call si pengoder tuk double check.",[],"If the wrong thing is to send, usually the rider will contact the porch to pickup his food to make sure the food is accurate to the porch. If the rider is wrong to send it ... he will call the shooter to double check."
"as rider, kiteorang hantar based info appear kat sistem. once rider tekan butang ""drop off"" bermaksud dah settle hantar makanan,info customer yang order tue dah takde. as plain customer,mmg korang x bleh trace. sblm rider tekan ""drop off"", penerima bleh tanya kpd rider.",[],"As a rider, someone sends a based info on the system. Once the rider presses the ""Drop Off"" button means settling down the food, the customer's info that the order is not. As plain customer, mmg korang x bleh trace. before the rider press ""drop off"", the recipient can ask the rider."
sebak siak,[],Siak
korang memang awesome,[],People are awesome
kepada riderx yang pening kepala facemask takde..boleh cuba kaedah nie,[],To the riderx who is dizzy the head of the facemask ... can try this method
baru je deliver kat sorang customer tue depan pintu rumah dia. dengan selambernya claim kat apartment dia bukan kawasan panas. anggota polis plak tue. aku soh jumpa luar nak elakkan satu apartment kena kalo aku positif corona atau infected dari somebody time naik lift. bangang,[],He just delivered a customer in front of his door. With his claim in his apartment he is not a hot spot. POLICE MEMBERS TUE. I see you outside to avoid an apartment if I am positive or infected from somebody time up the elevator. stupid
korang memang awesome ar. ucapan dari salah sorang,"['riderpandaipoh', 'riderpandapetalinjaya', 'ipoh', 'malaysia']",People are awesome ar. Speech from one
ini sweet...couple cina nie kasi cloud. kan dah cakap..ramai je orang malaysia nie bersikap ihsan dan ada hati kepada orang lain,[],This is sweet ... Chinese couple is cloud. I told you ... many Malaysians are kind and have the heart to others
kereta ape nie? default design untuk oku.,[],What's the car? Default design for the disabled.
amin,[],amen
gugur la seorang dalam jihad ekonomi...allah...ampunkan segala dosa yang dilakukan. letakkan dia dalam syurga yang dibawahnya mengalir sungai.,[],The fall in the economy of the economy ... God ... forgive all the sins committed. Put him in a paradise under the river.
adu du du panjangnye beratur jam pagi,"['checkers', 'serisentosa', 'kualalumpur', 'malaysia', 'COVID19malaysia', 'covid19']",Adu du du long lining the morning hours
amin,[],amen
adu du du...tak memasal first kes sabit kesalahan mahkamah bebudak delivery kantoi dan disumbatkan dalam lokap,[],Adu du du ... do not enter the first case of the Delivery Court Court offense
aah la...diorang block jalan. sampai had dewan serbaguna tue je.,"['bukitgasing', 'pj', 'petalingjaya', 'covid19']",Aah la ... a road block. Until the multipurpose hall limit.
tq,[],tq
mask tiada dalam radius kawasn. mana nak cari?,[],Mask is not in the Kawasn radius. Where to find?
amin,[],amen
amin,[],amen
amin,[],amen
ada customer panda kasi i sagu. simpan dalam peti ais,[],There is a panda customer because I sago. Store in the refrigerator
rabu next week rider nak kasi bantuan orang memerlukan plak...nak selit kabo la yeak.,[],Wednesday next week rider wants to help people in need of plaque ...
"customer kasi makan, tips, minuman...boleh dikatakan tiap hari ada. tengok kat my wall sumbangan komuniti terhadap diriku sebagai contoh",[],"Customers because they eat, tips, drinks ... can be said every day. Take a look at My Wall contributing to me as an example"
hahaha....bank in duit kat cdm pun tetiba hujung machine bunyi tue masuk sebab ada rider tengah bank in,[],hahaha .... the bank in the money at the CDM is also the end of the machine sounding because there is a rider in the middle of the bank
amin,[],amen
"inilah yg dikatakan masyarakat kita nie pemurah &amp; penyayang. even tinggal kat flat bertingkat, suka mereka nak hulur sumbangan peribadi. bebudak org dlm gambar tue kasi gua keropok, sagu &amp; air plus. ptg tadi time lepas hujan uncle india kasi plus. baik hati mereka.",[],"This is what our society says is generous & amp; caring. Even staying in the flat, they like to make personal donations. Kids in the picture because of the crackers, sago & amp; water plus. It was a time after the Indian uncle because it was plus. their kind heart."
amin,[],amen
sama sama . wakil kengkawan lain,[],are equally . the representative of the other team
betul,[],right
welcome,[],welcome
welcome,[],welcome
pintu pekerjaan panda sentiasa terbuka,[],Panda job doors are always open
"terima kasih kepada yang menyediakan air minuman percuma kepada rider dan . waktu panas, nikmat bila diminum.","['tealive', 'vsq', 'petalingjaya', 'foodpanda', 'grabfood']","Thanks to those who provide free drinking water to the rider and. Hot time, enjoy when drinking."
tq,[],tq
amin,[],amen
amin,[],amen
awek mekd ss dan ss lawa siak...pehh,[],Awek Mekd SS and SS Lawa Siak ...
amin,[],amen
amin,[],amen
ppum,[],ppum
amin,[],amen
amin,[],amen
amin,[],amen
sila sila...,[],please ... please ...
amin,[],amen
bereh boh,[],bereh boh
amin. wakil riders lainx,[],Amen. Representative of another Riders
amen,[],amen
"asalnye bila kiteorang buat penghantaran, kita akan lalu di roadblock di tempat yg sama berkali kali. boleh merasai penatnya tukang pacak pegang senjata dok tahan sorangx dari pagi sampai ke malam. tue yang kiteorang rasa kasihan. next week kite buat untuk orang susah plak",[],"As if when someone made it, we would go to the roadblock in the same place many times. It can feel tired of a dock -holding weapon holding from morning to night. Tue that someone feels sorry. Next week to do for people with plaques"
aah ppum. kawasan panda pj delivery,[],Aah PPUM. PANDA PAND DELIVERY area
amen,[],amen
amen,[],amen
"beshe ar...ayat guna text lain orang lain pandangan...pernah gak kena notice resign coz ayat nampak kuang hajau dalam wasap walhal kalo cakap depanx , dipanggil guraux kasar",[],"Beshe ar ... Other texts use other people's views ... Never have a notice resign coz Verse looks like a fumes in the fumes even if you talk ahead, called Guraux roughly"
tak salah .. jangan delete ...hehehe..,[],No wrong .. Don't delete ... hehehe ..
tengok cara diorang bergaul dengan kawan sebaya...macam gampang je...siap tarik rambut kawan lagi sorangbahasa asyik nak sebut babi je..sorang tue dah muka cam dah cop kenal budak nakal. tapi.....bila bab seruan buat sumbangan camnie...pehh laju je diorang hulur.,[],See how to get along with a friend ... like it's easy ... ready to pull your friends' hair again and again to call a pig .. someone's face is already coping a bad boy. But ..... when it comes to calling for a camnie donation ...
hahahaa...hanya beberapa outlet aje yang bukak boleh borong banyak. nak beli lain takut lama menunggu order banyak siap.,[],Hahahaa ... just a few open outlets can be wholesale. Want to buy another afraid of waiting for the order to be ready.
aktiviti nie takde kena mengena management pandaini ikhlas dari bebudak panda termasuk saye tuk buat sumbang yg tak seberapa. maklum la..tiap kali lalu depan roadblock ditempat sama..nampak diorang terpacak tahan kereta motor. dari pagi sampai malam. so kesian la skit kat diorg.,[],This activity has nothing to do with Pandaini Management Sincere from Panda children including me to make a little contribution. Understand ... the front of the roadblock is in the same place ... it looks like a motorcycle car. From morning to night. So sorry for the skit in diorg.
tq,[],tq
sama sama,[],are equally
tq. wakil diorg,[],tq. representative diorg
tq,[],tq
ada food walker. jln kaki main area dekat je,[],There's a food walker. Jln foot playing area near je
amin,[],amen
amen,[],amen
amin,[],amen
amin,[],amen
welcome,[],welcome
amin,[],amen
macih,[],be care
ok je.takde hal,[],ok je.takde things
wow..panda pun dah main pickup barang runcit. ingatkan grab food je pickup barang runcit,[],Wow ... even played pickup groceries. Remember grab food je pickup groceries
amin,[],amen
ok. kiteorang dok pikir nak kasi sumbangan orang yang memerlukan/orang susah next week.,[],Ok. Someone thinks they want to contribute to people in need/people hard next week.
betul tue. supaya yang lain pun melakukan perkara yang sama.,[],That's right. So that others do the same.
beshe ar ...diorang pun manusia. bebal begap memang wujud,[],Beshe ar ... even human beings. The stupidity of it does exist
pj,[],PJ
sama sama.wakil kengkawan riders,[],the same.
amin,[],amen
amin,[],amen
"betul. as delivery food .. ada saja tangan yang hulur tips, kasi air kotak sejuk time panas, hantar makanan..owner kasi skit makanan...baik melayu..india..cina..mat saleh..owh..rasa nak nanges bila terima ihsan diorang",[],"right. As delivery food .. there are hands with tips, because water box is hot time, send food..owner because of food skit ... well Malay..india..cina..mat right..owh..my want to cry When accepting courtesy"
adu du du sakitnya ku disini...panjang oii nak beratur kat pasar pj.,[],I'm sick here ... long oii wants to line up at the PJ market.
adu du du...tadi aku dah beli nasi lemak kat warung sebelah van majlis tue. nd round aku datang ...adoiyai...dua warung kena tutup sebab orang majlis datang. pepagi lak tue.,[],Adu du du ... I bought a fat rice at the shop next to the ceremony. ND round I came ... adoiyai ... two shop was closed because the council came. It's a joke.
amin,[],amen
baik,[],good
kredit to all positive riders,[],Credit to all positive riders
dah war warkan dalam group kiteorang. sabar menanti yea.,[],You have been in the group. Be patient yea.
"sebab ada scene kasi depan istana tu pengaruhi some riders utk buat perkara yang sama.sebab ada scene pelanggan kami yang kasi tips, air &amp; share makanan la jugak pengaruhi kami utk bertindak benda yg sama kpd org lain. sebab kita dlm masyarakat yg penyayang &amp; penuh ihsan. tq all",[],Because there is a scene because the front of the palace affects some riders to do the same. Share the food and influence us to act the same thing to others. Because we are in a caring community & amp; Full of courtesy. tq all
amin,[],amen
kita tapau lagi rabu next week,[],Let's go again Wednesday next week
amin,[],amen
yang nie ke dimaksudkan?,[],Which is it meant to be?
kredit to all riders out there,[],Credit to All Riders Out There
banyak kawasan area lembah klang..perlukan rider.rasanya laa...sebab nampak captain kawasan sentiasa je bertemu dengan rider yang baru nak join,[],Many areas of the Klang Valley area ... need riders.
amin,[],amen
terima kasih,[],thank you
tq. we already see how our community show appreciation to panda riders.we learn..we think..and we do the same thing to other people. tq malaysian.,[],tq. We already see how our community show appreciation to Panda riders.we learn..we think..and we do the same thing to other people. Tq Malaysian.
tahu takpe....,[],You know ...
terima kasih atas ucapan tersebut,[],Thank you for the speech
heheeh...tahu takpe,[],heheeh ... know what
amin,[],amen
wow...tadi nampak rakan kita share gambar sumbangan panda johor baharu selatan..skrg korang plak. giler awesome..,[],Wow ... we saw our friends sharing a picture of the South Johor Panda donation..skrg korang plaque. giler awesome ..
amin,[],amen
betul ..pj people memang awesome. baik india ke..cina ke...melayu ke... senja tadi uncle india kat ss hulur tips rm . rasa sebak pun ada coz dia kata dia memahami kepenatan rider panda.,[],That's right .. PEOPLE is awesome. Well India to ... Even the tears were coz he said he understood the fatigue of the panda rider.
contoh macam senja tadi..uncle india tue hulur rm . rasa sebak pun ada sebab dia merasai kepayahan rider yang ada walaupun berbeza agama dan bangsa. semalam ada brother melayu hulur air kotak yg dia beli kat kedai runcit waktu time panas terik sementara saye sampai.,[],Examples like the twilight..uncle india tue hulur rm. There is even a sense of tears because he feels the hardships of the rider despite different religions and races. Last night there was a brother of the water box he bought at the grocery store when he was hot while he arrived.
"sama sama.ini semua terjadi coz masyarakat kita ramai bermurah hati dan penyayang.bila deliver makanan ke customer,ada je insan insan yang memberi sedikit tips,air minuman,makanan yang dibeli dihulurkan kotak kat rider. baik melayu, cina, india.rider see their kindness.",[],"The same is true of all the coz of our society that many are generous and caring. When delivering food to the customer, there are people who give some tips, drinks, food purchased by the rider box. Good Malay, Chinese, Indian.Rider see their kindness."
benar,[],TRUE
annn annn haaaaaaa ann ann...,[],Annn Annn Haaaaaaa Ann Ann ...
hahah...tue tanda tanda badan dah letih kayuh dari pagi sampai malam...dah x dapat nak pikir pasal diri sendiri dah...sarung aje le mana yang ada...,[],hahah ... tue sign of body is tired from morning to night ... already x can think about yourself ... the case is there ...
hahaah...hati hati cedok,[],hahaah ...
sama sama kita jaga,[],Just as we take care of
tq,[],tq
amin,[],amen
no problem,[],No Problem
dah update dalam group wasap kiteorang. maybe next week fokus ke orang susah pula,[],It's been updated in a group of people. Maybe next week focus on the poor
amin,[],amen
macih,[],be care
dont cry cry. sama sama jaga,[],Dont cry cry. Just be the same
amin,[],amen
sama sama,[],are equally
amin,[],amen
dont cry cry,[],DONT CRY CRY
amin,[],amen
maybe some of them ada bikin...cuma maybe mereka tak tunjuk di mana mana media,[],Maybe some of them are doing it ... just maybe they don't show any media
leader panggil rider panda yang ada beg beso datang rameix untuk pickup makanan mcd,[],Leader calls panda riders with a bag of rameeix to pickup mcd food
hip hop horrey,[],Hip Hop Horrey
hahah.....sambil pulas throttle sambil kunyah atas moto,[],hahah ..... while throttle while chewing on the motto
wow .area mana nieh,[],Wow.
yang handle roadblock tue meriah x diorang terima sumbangan?,[],who handle roadblock tue lively x received donations?
btw...sedari bertugas kat roadblock mane tu,[],Btw ... from work on the roadblock mane tu
wow...awesome. rejeki mencurah curah,[],Wow ... awesome. The fortune is pouring out
nama pun rider panda pj..dah tentu main termasuk taman medan dan sewaktu dengannya,[],Even the name of the Panda Rider PJ..not of the play including the Medan Park and so on
sempadan bkt gasing diantara pj - kl dh kena tutup,"['petalingjaya', 'pj', 'pantaidalam', 'bukitgasing', 'kl', 'kualalumpur']",BKT BKT GASING BETWEEN PJ - KL DH SHOULD BE CLOSED
fuiyooo rejeki depan mata beb...siap lori. sape nak borong...lai lai lai.,"['gardenia', 'roti', 'viral']",Fuiyooo the fortune of the eyes ... ready for the truck. Sape wants to wholesale ... Lai Lai Lai.
tq,[],tq
amin,[],amen
kiteorang pun kasi mana yang ada je....nak buek cammano...nie aje budget tiapx sorang dan sumbangan topup dari mekd sebagai contoh,[],Someone is there anywhere ... want to make a cammano ... nie aje budget every one and a topup contribution from Mekd as an example
adu du du...ngape nangis lak tue,[],Adu du du ...
"alhamdulillah, aktiviti akhirnya keluar di buletin . terima kasih","['riderpanda', 'petalingjaya', 'tv3']","Thankfully, the activity finally came out in the bulletin. thank you"
tidak lupa kepada mcdonald ss kerana sudi untuk menyumbang sekali makanan kepada barisan hadapan yang disalurkan oleh rider foodpanda.,"['mcdonaldmalaysia', 'mcdonaldss14']",Do not forget the McDonald SS for being willing to contribute one food to the front line channeled by Rider Foodpanda.
guys.. turun padang buat hebahan di pasar basar,"['jabatanpeneranganmalaysia', 'pjoldtown']",Guys .. Get off the field for a lot in the Basar Market
amin. terima kasih,[],Amen. thank you
angkat absorber. beli panda //. rm,[],lift the absorber. Buy a panda //. RM
amin,[],amen
kan... dah la penat hantar sini sana siang tadi...lewat malam berkayuh lagi hantar kepada portx roadblock dan ppum,[],Well ... he's tired of sending it here this afternoon ... late at night to send to Portx Roadblock and PPUM
"terharu melihat riderx sudi berkongsi duit gaji masingx utk beri sumbangan kpd nurse, doktor, dan memastikan pencegahan berjaya diatasi. sumbangan tidaklah sebesar mana, sekadar hargai satu sama lain dan mereka di barisan hadapan.","['foodpanda', 'petalingjaya', 'pdrm', 'atm', 'covind19']","It is easy to see Riderx willing to share their paycheck to donate to nurse, doctors, and ensure successful prevention. The donations are not as big, just appreciate each other and they are in the forefront."
wow wee ...tq,['burgerking'],wow wee ... tq
untuk riderx sekalian,[],For all riderx
absorber belakang...rm advantage : nanti spring dah lembik...boleh adjust kasi keras standard balik,[],Back Absorber ... RM Advantage: Later spring is soft ... can adjust because of the standard back
ada kedai moto bukak kat turun jambatan seberang npe di taman petaling utama/sri manja.,[],There is a motorcycle shop at the NPE bridge in Petaling Utama/Sri Manja.
pehhh dah ada askar kat taman dato harun,[],Pehhh already has a soldier in Dato Harun Park
bila pickup order je ...kena sanitizer ngan air nie yang pihak restoran sediakan. apa kata kasi rare skit cam budak nie buat,[],When pickup order je ... it has to be sanitizer and the water that the restaurant provides. What do you think rare skit cam boy nie do
"kalo korang terrer , ce teka apekebende kat pokok tue",[],"If you are a terrer, you can guess what the tree is"
"mohon bantuan jika ada sesiapa nampak gadis ni hubungi fb ""nor hamid"" atau beritahu balai polis yang berdekatan",[],"Please help if anyone sees this girl contact FB ""Nor Hamid"" or tell a nearby police station"
pintu masuk um,[],um entrance
bosan macam biasa hantar order... ape kata buat macam brother nie. gila kentang!!,[],Bored as usual sending an order ... ape said to be like a brother. Crazy potatoes !!
hadoihh...bebudak kfc sengal...dibantainya pasang lagu raya....,[],Hadoihh ... KFC's kid ...
haduh unkel... orang tengah bz pasal coronavirus...dia bleh bantai eksiden sendiri kat jalan sini...kot yea pun mabuk....jangan la bawak motor,[],Haduh unkel ... middle man bz about coronavirus ... he can kill his own incident on the road ...
dah hari ke- perintah kawalan pergerakan. masih tiada stock face mask,[],It is a day of movement control. Still no Stock Face Mask
aah la...betul la kata member gua...universiti malaya pintu pj tutup ar sempena coronavirus nie,[],Aah la ... That's right says my cave ... University of Malaya PJ door closes Ar in conjunction with Coronavirus nie
hati hati guys. baru je eksiden dekat pelangi club pj,[],Heart guys. New incident near the Rainbow Club PJ
alamakk,[],alamakk
lokasi : tunnel ldp dari taman tun dr ismail menghala ke one utama,[],Location: Tunnel LDP from Tun Dr Ismail Park to One Main
"tadi aku hampir celaka jln situ. awek dlm gmbr baru lepas tergolek.selang berapa minit brother laju tergolek meluru hit awek tue.woi .korang buat ape eh. cite pasal kereta terbang, lah , coronavirus lah.jalan masih di takut lama.tunggu nak mati baru kecoh.","['ldp', 'malaysia']","I was about to be there. Busty in the new gmbr after it was gone. How many minutes do you have to rush to hit the hit hit. Cite about the flying car, well, the coronavirus is still a long time ago."
jarang gua tengok pemandu teksi yang oku,"['oku', 'hn659', 'pj', 'petalingjaya', 'mppj']",Rarely do I see a taxi driver who is disabled
tahniah rider kita sorang nie...,[],Congratulations to our rider ...
pernah rasa meh,[],ever feel meh
"rajin akak nie promote kuih bakar.smlm lepak minum kat kedai tomyam pun akak nie jual time aku tengah minum.last week pun dah berkali dia hampir ke meja.dah berkali kali mai rapat, hari nie aku pun beli la jugak. kata hakak nie,dia pun buat biskut raya.",['bandarsridamansara'],"Rajin akak nie promoted baked cake According to Hakak nie, he made a biscuit."
sebarkan,[],share
"mencari sesiapa yang berminat untuk berlakon dalam short video,iklan pendek dan lain lagi. sila isi disi",[],"Find anyone interested in acting in short videos, short ads and more. Please fill in the DII"
ape pendapat riderx sekalian?,[],What do you think Riderx?
peh...baru terperasan ada rider masuk tv ar...dulu,"['majalah3', 'tv3']",Peh ... just got a rider on TV AR ...
parking motor basemend di sucks. not enough space. rider terpaksa pusing sana sini with limited space. banyak lagi kot space parking motor kat ruang atas.,"['icitymall', 'shahalam', 'selangor']",Parking Motor Basemend in Sucks. Not enough space. Rider had to turn around with limited space. There are many more motorcycle parking coats in the upper room.
peh...melintang ko nak towing kereta eksiden. lokasi belakang ict mall shah alam,"['shahalam', 'icity', 'accident', 'wsh5588']",Well ... I want to tow my car. Shah Alam ICT Mall Location
email ke hakmal.com,[],Email to Hajmal.com
kemurungan nie ..semua orang merasai.cuma samada dier parah atau bleh kawtim je,[],Depression nie .. Everyone feels.
"sebuah company di bandar sri damansara mencari freelance grafik designer untuk kerja design booklet, flyers , bunting dan lainx. sila pm jika berminat","['freelance', 'job']","A company in Bandar Sri Damansara is looking for freelance graphics designer for design booklet, flyers, bunting and more. Please PM if interested"
aktiviti menunggu customer le kot...kpop sangat,[],ACTIVITY ACTIVITIES LE COST ... KPOP is very
"""tadi i order makanan from foodpanda. now the rider tak stop call i dari tadi. chat i semua. tanya i dah makan ke belum, tengah buat apa, tinggal sorang ke, paling tak boleh blah dia tanya i kalau lepasni saya nak call lagi boleh tak?",[],"""I ordered food from foodpanda. Now the rider didn't stop calling me from. Chat I all. Ask me to eat, what to do, just stay, at least he can't ask me if I want to call again Can you?"
wah ...bukan main marah lagi brother nieh,[],Wow ... it's not a madman anymore brother
hatix geng bawak motor. kemalangan berlaku dimanax sahaja.,[],HatiX gang brought a motorcycle. Accidents occur only.
"salute kepada rider kita sorang nie. fyi, rabu last week..ketua jabatan siasatan jenayah selangor menceritakan first time dia jadi polis..orang ramai panggil dia untuk pujuk orang nak bunuh diri. menggeletar dia nak handle orang yg nak bunuh diri...bukan kalengx oi rider nieh",[],"Salute to our rider. Fyi, Wednesday last week..The Selangor Criminal Investigation Department said the first time he was a police officer ... many called him to persuade people to commit suicide. shaking him to handle people who want to commit suicide ... not kanx oi rider nieh"
wow...,[],Wow ...
cammane ar nak jadi teladan,[],Cammane ar wants to be exemplary
sedihnye,[],sad
siyes aku x kenal naqui boboy nieh... kali aku tengok . memang nasi ayam ar suara dia. dinamik...lunak...pehhh...rasa dia ar la bakal juara.,['GegarVaganza2019'],I know x know naqui boboy nieh ... times i see. It is a chicken rice and his voice. Dynamic ... soft ... pehhh ... he thinks he'll be the champion.
padu teruk abang roy nieh. beliau mainx ngan vokal dan lirik. betulx enjoy atas pentas.,['GegarVaganza2019'],Brother Roy is bad. He mainx and vocals and lyrics. Really enjoy the stage.
audio laju dari mulut nabil &amp; jihan. tengok guna youtube,['GegarVaganza2019'],Audio speed from Nabil's mouth & amp; Jihan. See YouTube
la...rumah dekat tapi x tau kewujudan kedai nie. kedai orang melayu tue. % business operation buat delivery. makanan utama shellout.,"['sentosa', 'tamanserisentosa', 'jalanklanglama', 'oldklangroad', 'kualalumpur', 'kl', 'malaysia', 'food', 'shellout', 'foodporn', 'foodies']",La ... the house is close but x knows the existence of this shop. Malay shop tue. % business operation for delivery. Shellout's main food.
hari nie delivery kat tempat berbeza dari orang yang sama.power siak cik nurul bangsar nieh,[],Today's delivery is different from the same person.
weh...toaster rm dah abes jam pagi tadi...,[],Weh ... Toaster RM was over this morning ...
orang pompuan nie tahu je bendax sale cam nie...laju je ajak aku datang,"['midvalley', 'sale', 'kl', 'kualalumpur', 'bangsar', 'jalanklanglama', 'pj', 'midvalleymall', 'promotion', 'promo']",People who know this are the sale cam nie ...
foreigner stay kat malaysia pun ngomel taxi mahal,[],Foreigner Stay in Malaysia is also expensive taxi
raining season,[],Raining Season
sapo plak nieh?,[],sapo plak nieh?
"herk...awat fanpage ""persatuan pengguna siber malaysia"" dok up pasal artikel malaysiakini nieh",[],"Herk ... awat fanpage ""Malaysian Cyber ??Consumer Association"" dock up about Malaysiakini articles"
adoiyai,[],adoiyai
wallawy...asal tue mogok weh,[],Wallawy ...
grab food perempuan menggendong anaknya mencari rezeki,[],Grab Food Women to carry her son looking for sustenance
wahh...padu terok...kredit,[],Wow ...
